Price,TimeInsulated,Capacity,Cleanbility,Containment,TimeCost,CapacityCost,CleanabilityCost,ContainmentCost,TotalCost,TotalGM,MktShare,EPP,Revenue
$30,0.5 hrs,32 0z,Fair,Leak Resistant,0.5,2.8,2.2,1.0,6.5,23.5,0.089,2.0915,2.67
$30,0.5 hrs,32 0z,Easy,Slosh Resistant,0.5,2.8,3.0,0.5,6.8,23.2,0.0468,1.08576,1.4040000000000001
$30,0.5 hrs,32 0z,Easy,Spill Resistant,0.5,2.8,3.0,0.8,7.1,22.9,0.0741,1.6968899999999998,2.223
$30,0.5 hrs,32 0z,Easy,Leak Resistant,0.5,2.8,3.0,1.0,7.3,22.7,0.1311,2.97597,3.933
$30,1 hrs,12 oz,Difficult,Slosh Resistant,1.0,1.0,1.0,0.5,3.5,26.5,0.0246,0.6519,0.738
$30,1 hrs,12 oz,Difficult,Spill Resistant,1.0,1.0,1.0,0.8,3.8,26.2,0.0375,0.9824999999999999,1.125
$30,1 hrs,12 oz,Difficult,Leak Resistant,1.0,1.0,1.0,1.0,4.0,26.0,0.0654,1.7004,1.962
$30,1 hrs,12 oz,Fair,Slosh Resistant,1.0,1.0,2.2,0.5,4.7,25.3,0.0466,1.1789800000000001,1.3980000000000001
$30,1 hrs,12 oz,Fair,Spill Resistant,1.0,1.0,2.2,0.8,5.0,25.0,0.073,1.825,2.19
$30,1 hrs,12 oz,Fair,Leak Resistant,1.0,1.0,2.2,1.0,5.2,24.8,0.1243,3.08264,3.7289999999999996
$30,1 hrs,12 oz,Easy,Slosh Resistant,1.0,1.0,3.0,0.5,5.5,24.5,0.072,1.7639999999999998,2.1599999999999997
$30,1 hrs,12 oz,Easy,Spill Resistant,1.0,1.0,3.0,0.8,5.8,24.2,0.1102,2.66684,3.306
$30,1 hrs,12 oz,Easy,Leak Resistant,1.0,1.0,3.0,1.0,6.0,24.0,0.1775,4.26,5.324999999999999
$30,1 hrs,20 oz,Difficult,Slosh Resistant,1.0,2.6,1.0,0.5,5.1,24.9,0.0229,0.57021,0.687
$30,1 hrs,20 oz,Difficult,Spill Resistant,1.0,2.6,1.0,0.8,5.3999999999999995,24.6,0.0392,0.9643200000000001,1.176
$30,1 hrs,20 oz,Difficult,Leak Resistant,1.0,2.6,1.0,1.0,5.6,24.4,0.0762,1.85928,2.286
$30,1 hrs,20 oz,Fair,Slosh Resistant,1.0,2.6,2.2,0.5,6.300000000000001,23.7,0.0492,1.16604,1.476
$30,1 hrs,20 oz,Fair,Spill Resistant,1.0,2.6,2.2,0.8,6.6000000000000005,23.4,0.0817,1.9117799999999998,2.4509999999999996
$30,1 hrs,20 oz,Fair,Leak Resistant,1.0,2.6,2.2,1.0,6.800000000000001,23.2,0.1465,3.3987999999999996,4.395
$30,1 hrs,20 oz,Easy,Slosh Resistant,1.0,2.6,3.0,0.5,7.1,22.9,0.0799,1.82971,2.397
$30,1 hrs,20 oz,Easy,Spill Resistant,1.0,2.6,3.0,0.8,7.3999999999999995,22.6,0.1261,2.84986,3.7829999999999995
$30,1 hrs,20 oz,Easy,Leak Resistant,1.0,2.6,3.0,1.0,7.6,22.4,0.2097,4.697279999999999,6.291
$30,1 hrs,32 0z,Difficult,Slosh Resistant,1.0,2.8,1.0,0.5,5.3,24.7,0.0194,0.47918,0.5820000000000001
$30,1 hrs,32 0z,Difficult,Spill Resistant,1.0,2.8,1.0,0.8,5.6,24.4,0.0326,0.7954399999999999,0.9779999999999999
$30,1 hrs,32 0z,Difficult,Leak Resistant,1.0,2.8,1.0,1.0,5.8,24.2,0.0664,1.6068799999999999,1.992
$30,1 hrs,32 0z,Fair,Slosh Resistant,1.0,2.8,2.2,0.5,6.5,23.5,0.0407,0.95645,1.221
$30,1 hrs,32 0z,Fair,Spill Resistant,1.0,2.8,2.2,0.8,6.8,23.2,0.0661,1.53352,1.983
$30,1 hrs,32 0z,Fair,Leak Resistant,1.0,2.8,2.2,1.0,7.0,23.0,0.1227,2.8221000000000003,3.681
$30,1 hrs,32 0z,Easy,Slosh Resistant,1.0,2.8,3.0,0.5,7.3,22.7,0.0675,1.5322500000000001,2.0250000000000004
$30,1 hrs,32 0z,Easy,Spill Resistant,1.0,2.8,3.0,0.8,7.6,22.4,0.1046,2.34304,3.138
$30,1 hrs,32 0z,Easy,Leak Resistant,1.0,2.8,3.0,1.0,7.8,22.2,0.1773,3.9360600000000003,5.319000000000001
$30,3 hrs,12 oz,Difficult,Slosh Resistant,3.0,1.0,1.0,0.5,5.5,24.5,0.0354,0.8673000000000001,1.062
$30,3 hrs,12 oz,Difficult,Spill Resistant,3.0,1.0,1.0,0.8,5.8,24.2,0.0544,1.3164799999999999,1.632
$30,3 hrs,12 oz,Difficult,Leak Resistant,3.0,1.0,1.0,1.0,6.0,24.0,0.0929,2.2296,2.787
$30,3 hrs,12 oz,Fair,Slosh Resistant,3.0,1.0,2.2,0.5,6.7,23.3,0.0673,1.56809,2.019
$30,3 hrs,12 oz,Fair,Spill Resistant,3.0,1.0,2.2,0.8,7.0,23.0,0.1041,2.3943,3.1229999999999998
$30,3 hrs,12 oz,Fair,Leak Resistant,3.0,1.0,2.2,1.0,7.2,22.8,0.1722,3.92616,5.1659999999999995
$30,3 hrs,12 oz,Easy,Slosh Resistant,3.0,1.0,3.0,0.5,7.5,22.5,0.1012,2.277,3.036
$30,3 hrs,12 oz,Easy,Spill Resistant,3.0,1.0,3.0,0.8,7.8,22.2,0.152,3.3743999999999996,4.56
$30,3 hrs,12 oz,Easy,Leak Resistant,3.0,1.0,3.0,1.0,8.0,22.0,0.2374,5.2228,7.122
$30,3 hrs,20 oz,Difficult,Slosh Resistant,3.0,2.6,1.0,0.5,7.1,22.9,0.0361,0.8266899999999999,1.083
$30,3 hrs,20 oz,Difficult,Spill Resistant,3.0,2.6,1.0,0.8,7.3999999999999995,22.6,0.0601,1.35826,1.803
$30,3 hrs,20 oz,Difficult,Leak Resistant,3.0,2.6,1.0,1.0,7.6,22.4,0.1107,2.47968,3.321
$30,3 hrs,20 oz,Fair,Slosh Resistant,3.0,2.6,2.2,0.5,8.3,21.7,0.075,1.6275,2.25
$30,3 hrs,20 oz,Fair,Spill Resistant,3.0,2.6,2.2,0.8,8.6,21.4,0.1207,2.58298,3.621
$30,3 hrs,20 oz,Fair,Leak Resistant,3.0,2.6,2.2,1.0,8.8,21.2,0.2057,4.36084,6.170999999999999
$30,3 hrs,20 oz,Easy,Slosh Resistant,3.0,2.6,3.0,0.5,9.1,20.9,0.1157,2.4181299999999997,3.471
$30,3 hrs,20 oz,Easy,Spill Resistant,3.0,2.6,3.0,0.8,9.4,20.6,0.1781,3.6688600000000005,5.343
$30,3 hrs,20 oz,Easy,Leak Resistant,3.0,2.6,3.0,1.0,9.6,20.4,0.2827,5.76708,8.481
$30,3 hrs,32 0z,Difficult,Slosh Resistant,3.0,2.8,1.0,0.5,7.3,22.7,0.0316,0.7173200000000001,0.9480000000000001
$30,3 hrs,32 0z,Difficult,Spill Resistant,3.0,2.8,1.0,0.8,7.6,22.4,0.0511,1.1446399999999999,1.533
$30,3 hrs,32 0z,Difficult,Leak Resistant,3.0,2.8,1.0,1.0,7.8,22.2,0.0957,2.1245399999999997,2.871
$30,3 hrs,32 0z,Fair,Slosh Resistant,3.0,2.8,2.2,0.5,8.5,21.5,0.0626,1.3459,1.8780000000000001
$30,3 hrs,32 0z,Fair,Spill Resistant,3.0,2.8,2.2,0.8,8.8,21.2,0.0985,2.0882,2.955
$30,3 hrs,32 0z,Fair,Leak Resistant,3.0,2.8,2.2,1.0,9.0,21.0,0.1718,3.6078,5.154
$30,3 hrs,32 0z,Easy,Slosh Resistant,3.0,2.8,3.0,0.5,9.3,20.7,0.0979,2.02653,2.937
$30,3 hrs,32 0z,Easy,Spill Resistant,3.0,2.8,3.0,0.8,9.600000000000001,20.4,0.1481,3.02124,4.4430000000000005
$30,3 hrs,32 0z,Easy,Leak Resistant,3.0,2.8,3.0,1.0,9.8,20.2,0.2385,4.817699999999999,7.154999999999999
$10,0.5 hrs,12 oz,Difficult,Slosh Resistant,0.5,1.0,1.0,0.5,3.0,7.0,0.0836,0.5851999999999999,0.836
$10,0.5 hrs,12 oz,Difficult,Spill Resistant,0.5,1.0,1.0,0.8,3.3,6.7,0.1233,0.8261100000000001,1.233
$10,0.5 hrs,12 oz,Difficult,Leak Resistant,0.5,1.0,1.0,1.0,3.5,6.5,0.1885,1.22525,1.885
$10,0.5 hrs,12 oz,Fair,Slosh Resistant,0.5,1.0,2.2,0.5,4.2,5.8,0.1507,0.87406,1.5070000000000001
$10,0.5 hrs,12 oz,Fair,Spill Resistant,0.5,1.0,2.2,0.8,4.5,5.5,0.2139,1.17645,2.1390000000000002
$10,0.5 hrs,12 oz,Fair,Leak Resistant,0.5,1.0,2.2,1.0,4.7,5.3,0.3123,1.6551900000000002,3.123
$10,0.5 hrs,12 oz,Easy,Slosh Resistant,0.5,1.0,3.0,0.5,5.0,5.0,0.207,1.035,2.07
$10,0.5 hrs,12 oz,Easy,Spill Resistant,0.5,1.0,3.0,0.8,5.3,4.7,0.2856,1.3423200000000002,2.8560000000000003
$10,0.5 hrs,12 oz,Easy,Leak Resistant,0.5,1.0,3.0,1.0,5.5,4.5,0.3972,1.7873999999999999,3.972
$10,0.5 hrs,20 oz,Difficult,Slosh Resistant,0.5,2.6,1.0,0.5,4.6,5.4,0.0941,0.50814,0.9410000000000001
$10,0.5 hrs,20 oz,Difficult,Spill Resistant,0.5,2.6,1.0,0.8,4.8999999999999995,5.1000000000000005,0.1434,0.7313400000000001,1.434
$10,0.5 hrs,20 oz,Difficult,Leak Resistant,0.5,2.6,1.0,1.0,5.1,4.9,0.2229,1.0922100000000001,2.229
$10,0.5 hrs,20 oz,Fair,Slosh Resistant,0.5,2.6,2.2,0.5,5.800000000000001,4.199999999999999,0.1748,0.7341599999999999,1.7480000000000002
$10,0.5 hrs,20 oz,Fair,Spill Resistant,0.5,2.6,2.2,0.8,6.1000000000000005,3.8999999999999995,0.2514,0.9804599999999999,2.5140000000000002
$10,0.5 hrs,20 oz,Fair,Leak Resistant,0.5,2.6,2.2,1.0,6.300000000000001,3.6999999999999993,0.3652,1.3512399999999998,3.652
$10,0.5 hrs,20 oz,Easy,Slosh Resistant,0.5,2.6,3.0,0.5,6.6,3.4000000000000004,0.2401,0.8163400000000001,2.4010000000000002
$10,0.5 hrs,20 oz,Easy,Spill Resistant,0.5,2.6,3.0,0.8,6.8999999999999995,3.1000000000000005,0.3329,1.0319900000000002,3.3289999999999997
$10,0.5 hrs,20 oz,Easy,Leak Resistant,0.5,2.6,3.0,1.0,7.1,2.9000000000000004,0.4587,1.3302300000000002,4.587
$10,0.5 hrs,32 0z,Difficult,Slosh Resistant,0.5,2.8,1.0,0.5,4.8,5.2,0.0842,0.43784,0.842
$10,0.5 hrs,32 0z,Difficult,Spill Resistant,0.5,2.8,1.0,0.8,5.1,4.9,0.1273,0.62377,1.273
$10,0.5 hrs,32 0z,Difficult,Leak Resistant,0.5,2.8,1.0,1.0,5.3,4.7,0.1995,0.9376500000000001,1.995
$10,0.5 hrs,32 0z,Fair,Slosh Resistant,0.5,2.8,2.2,0.5,6.0,4.0,0.1539,0.6156,1.5390000000000001
$10,0.5 hrs,32 0z,Fair,Spill Resistant,0.5,2.8,2.2,0.8,6.3,3.7,0.2188,0.8095600000000001,2.1879999999999997
$10,0.5 hrs,32 0z,Fair,Leak Resistant,0.5,2.8,2.2,1.0,6.5,3.5,0.3203,1.1210499999999999,3.203
$10,0.5 hrs,32 0z,Easy,Slosh Resistant,0.5,2.8,3.0,0.5,6.8,3.2,0.2117,0.67744,2.117
$10,0.5 hrs,32 0z,Easy,Spill Resistant,0.5,2.8,3.0,0.8,7.1,2.9000000000000004,0.2905,0.84245,2.905
$10,0.5 hrs,32 0z,Easy,Leak Resistant,0.5,2.8,3.0,1.0,7.3,2.7,0.4024,1.0864800000000001,4.024
$10,1 hrs,12 oz,Difficult,Slosh Resistant,1.0,1.0,1.0,0.5,3.5,6.5,0.1117,0.72605,1.117
$10,1 hrs,12 oz,Difficult,Spill Resistant,1.0,1.0,1.0,0.8,3.8,6.2,0.1633,1.0124600000000001,1.633
$10,1 hrs,12 oz,Difficult,Leak Resistant,1.0,1.0,1.0,1.0,4.0,6.0,0.2425,1.455,2.425
$10,1 hrs,12 oz,Fair,Slosh Resistant,1.0,1.0,2.2,0.5,4.7,5.3,0.1972,1.0451599999999999,1.972
$10,1 hrs,12 oz,Fair,Spill Resistant,1.0,1.0,2.2,0.8,5.0,5.0,0.2759,1.3795,2.759
$10,1 hrs,12 oz,Fair,Leak Resistant,1.0,1.0,2.2,1.0,5.2,4.8,0.3897,1.8705599999999998,3.897
$10,1 hrs,12 oz,Easy,Slosh Resistant,1.0,1.0,3.0,0.5,5.5,4.5,0.2649,1.19205,2.649
$10,1 hrs,12 oz,Easy,Spill Resistant,1.0,1.0,3.0,0.8,5.8,4.2,0.3592,1.5086400000000002,3.592
$10,1 hrs,12 oz,Easy,Leak Resistant,1.0,1.0,3.0,1.0,6.0,4.0,0.484,1.936,4.84
$10,1 hrs,20 oz,Difficult,Slosh Resistant,1.0,2.6,1.0,0.5,5.1,4.9,0.1286,0.63014,1.286
$10,1 hrs,20 oz,Difficult,Spill Resistant,1.0,2.6,1.0,0.8,5.3999999999999995,4.6000000000000005,0.1915,0.8809000000000001,1.915
$10,1 hrs,20 oz,Difficult,Leak Resistant,1.0,2.6,1.0,1.0,5.6,4.4,0.2863,1.2597200000000002,2.863
$10,1 hrs,20 oz,Fair,Slosh Resistant,1.0,2.6,2.2,0.5,6.300000000000001,3.6999999999999993,0.23,0.8509999999999999,2.3000000000000003
$10,1 hrs,20 oz,Fair,Spill Resistant,1.0,2.6,2.2,0.8,6.6000000000000005,3.3999999999999995,0.3238,1.1009199999999997,3.2379999999999995
$10,1 hrs,20 oz,Fair,Leak Resistant,1.0,2.6,2.2,1.0,6.800000000000001,3.1999999999999993,0.4533,1.4505599999999996,4.5329999999999995
$10,1 hrs,20 oz,Easy,Slosh Resistant,1.0,2.6,3.0,0.5,7.1,2.9000000000000004,0.3076,0.89204,3.0759999999999996
$10,1 hrs,20 oz,Easy,Spill Resistant,1.0,2.6,3.0,0.8,7.3999999999999995,2.6000000000000005,0.4177,1.0860200000000002,4.1770000000000005
$10,1 hrs,20 oz,Easy,Leak Resistant,1.0,2.6,3.0,1.0,7.6,2.4000000000000004,0.5559,1.33416,5.558999999999999
$10,1 hrs,32 0z,Difficult,Slosh Resistant,1.0,2.8,1.0,0.5,5.3,4.7,0.1136,0.5339200000000001,1.1360000000000001
$10,1 hrs,32 0z,Difficult,Spill Resistant,1.0,2.8,1.0,0.8,5.6,4.4,0.168,0.7392000000000001,1.6800000000000002
$10,1 hrs,32 0z,Difficult,Leak Resistant,1.0,2.8,1.0,1.0,5.8,4.2,0.2529,1.0621800000000001,2.529
$10,1 hrs,32 0z,Fair,Slosh Resistant,1.0,2.8,2.2,0.5,6.5,3.5,0.2001,0.70035,2.001
$10,1 hrs,32 0z,Fair,Spill Resistant,1.0,2.8,2.2,0.8,6.8,3.2,0.2794,0.89408,2.7939999999999996
$10,1 hrs,32 0z,Fair,Leak Resistant,1.0,2.8,2.2,1.0,7.0,3.0,0.3941,1.1823000000000001,3.941
$10,1 hrs,32 0z,Easy,Slosh Resistant,1.0,2.8,3.0,0.5,7.3,2.7,0.2683,0.72441,2.683
$10,1 hrs,32 0z,Easy,Spill Resistant,1.0,2.8,3.0,0.8,7.6,2.4000000000000004,0.362,0.8688000000000001,3.62
$10,1 hrs,32 0z,Easy,Leak Resistant,1.0,2.8,3.0,1.0,7.8,2.2,0.4847,1.06634,4.847
$10,3 hrs,12 oz,Difficult,Slosh Resistant,3.0,1.0,1.0,0.5,5.5,4.5,0.1488,0.6696,1.488
$10,3 hrs,12 oz,Difficult,Spill Resistant,3.0,1.0,1.0,0.8,5.8,4.2,0.2124,0.8920800000000001,2.124
$10,3 hrs,12 oz,Difficult,Leak Resistant,3.0,1.0,1.0,1.0,6.0,4.0,0.3067,1.2268,3.0669999999999997
$10,3 hrs,12 oz,Fair,Slosh Resistant,3.0,1.0,2.2,0.5,6.7,3.3,0.2549,0.84117,2.5490000000000004
$10,3 hrs,12 oz,Fair,Spill Resistant,3.0,1.0,2.2,0.8,7.0,3.0,0.348,1.044,3.4799999999999995
$10,3 hrs,12 oz,Fair,Leak Resistant,3.0,1.0,2.2,1.0,7.2,2.8,0.4736,1.32608,4.736000000000001
$10,3 hrs,12 oz,Easy,Slosh Resistant,3.0,1.0,3.0,0.5,7.5,2.5,0.3317,0.82925,3.317
$10,3 hrs,12 oz,Easy,Spill Resistant,3.0,1.0,3.0,0.8,7.8,2.2,0.4389,0.9655800000000001,4.389
$10,3 hrs,12 oz,Easy,Leak Resistant,3.0,1.0,3.0,1.0,8.0,2.0,0.5703,1.1406,5.703
$10,3 hrs,20 oz,Difficult,Slosh Resistant,3.0,2.6,1.0,0.5,7.1,2.9000000000000004,0.1735,0.50315,1.7349999999999999
$10,3 hrs,20 oz,Difficult,Spill Resistant,3.0,2.6,1.0,0.8,7.3999999999999995,2.6000000000000005,0.2509,0.6523400000000001,2.5090000000000003
$10,3 hrs,20 oz,Difficult,Leak Resistant,3.0,2.6,1.0,1.0,7.6,2.4000000000000004,0.3604,0.8649600000000002,3.604
$10,3 hrs,20 oz,Fair,Slosh Resistant,3.0,2.6,2.2,0.5,8.3,1.6999999999999993,0.2985,0.5074499999999997,2.985
$10,3 hrs,20 oz,Fair,Spill Resistant,3.0,2.6,2.2,0.8,8.6,1.4000000000000004,0.4085,0.5719000000000001,4.085
$10,3 hrs,20 oz,Fair,Leak Resistant,3.0,2.6,2.2,1.0,8.8,1.1999999999999993,0.5469,0.6562799999999996,5.469
$10,3 hrs,20 oz,Easy,Slosh Resistant,3.0,2.6,3.0,0.5,9.1,0.9000000000000004,0.3848,0.3463200000000001,3.848
$10,3 hrs,20 oz,Easy,Spill Resistant,3.0,2.6,3.0,0.8,9.4,0.5999999999999996,0.509,0.30539999999999984,5.09
$10,3 hrs,20 oz,Easy,Leak Resistant,3.0,2.6,3.0,1.0,9.6,0.40000000000000036,0.6491,0.25964000000000026,6.491
$10,3 hrs,32 0z,Difficult,Slosh Resistant,3.0,2.8,1.0,0.5,7.3,2.7,0.1532,0.41364,1.532
$10,3 hrs,32 0z,Difficult,Spill Resistant,3.0,2.8,1.0,0.8,7.6,2.4000000000000004,0.2198,0.5275200000000001,2.198
$10,3 hrs,32 0z,Difficult,Leak Resistant,3.0,2.8,1.0,1.0,7.8,2.2,0.3166,0.69652,3.166
$10,3 hrs,32 0z,Fair,Slosh Resistant,3.0,2.8,2.2,0.5,8.5,1.5,0.2579,0.38685,2.579
$10,3 hrs,32 0z,Fair,Spill Resistant,3.0,2.8,2.2,0.8,8.8,1.1999999999999993,0.3514,0.4216799999999997,3.514
$10,3 hrs,32 0z,Fair,Leak Resistant,3.0,2.8,2.2,1.0,9.0,1.0,0.4754,0.4754,4.754
$10,3 hrs,32 0z,Easy,Slosh Resistant,3.0,2.8,3.0,0.5,9.3,0.6999999999999993,0.3339,0.23372999999999974,3.3389999999999995
$10,3 hrs,32 0z,Easy,Spill Resistant,3.0,2.8,3.0,0.8,9.600000000000001,0.3999999999999986,0.441,0.17639999999999936,4.41
$10,3 hrs,32 0z,Easy,Leak Resistant,3.0,2.8,3.0,1.0,9.8,0.1999999999999993,0.5683,0.11365999999999961,5.683
$5,0.5 hrs,12 oz,Difficult,Slosh Resistant,0.5,1.0,1.0,0.5,3.0,2.0,0.1704,0.3408,0.852
$5,0.5 hrs,12 oz,Difficult,Spill Resistant,0.5,1.0,1.0,0.8,3.3,1.7000000000000002,0.2216,0.37672,1.1079999999999999
$5,0.5 hrs,12 oz,Difficult,Leak Resistant,0.5,1.0,1.0,1.0,3.5,1.5,0.2962,0.44430000000000003,1.481
$5,0.5 hrs,12 oz,Fair,Slosh Resistant,0.5,1.0,2.2,0.5,4.2,0.7999999999999998,0.2556,0.20447999999999994,1.278
$5,0.5 hrs,12 oz,Fair,Spill Resistant,0.5,1.0,2.2,0.8,4.5,0.5,0.33,0.165,1.6500000000000001
$5,0.5 hrs,12 oz,Fair,Leak Resistant,0.5,1.0,2.2,1.0,4.7,0.2999999999999998,0.4329,0.12986999999999993,2.1645
$5,0.5 hrs,12 oz,Easy,Slosh Resistant,0.5,1.0,3.0,0.5,5.0,0.0,0.318,0.0,1.59
$5,0.5 hrs,12 oz,Easy,Spill Resistant,0.5,1.0,3.0,0.8,5.3,-0.2999999999999998,0.4053,-0.12158999999999992,2.0265
$5,0.5 hrs,12 oz,Easy,Leak Resistant,0.5,1.0,3.0,1.0,5.5,-0.5,0.5166,-0.2583,2.5829999999999997
$5,0.5 hrs,20 oz,Difficult,Slosh Resistant,0.5,2.6,1.0,0.5,4.6,0.40000000000000036,0.1882,0.07528000000000007,0.9410000000000001
$5,0.5 hrs,20 oz,Difficult,Spill Resistant,0.5,2.6,1.0,0.8,4.8999999999999995,0.10000000000000053,0.2497,0.024970000000000134,1.2485
$5,0.5 hrs,20 oz,Difficult,Leak Resistant,0.5,2.6,1.0,1.0,5.1,-0.09999999999999964,0.3364,-0.03363999999999988,1.682
$5,0.5 hrs,20 oz,Fair,Slosh Resistant,0.5,2.6,2.2,0.5,5.800000000000001,-0.8000000000000007,0.2862,-0.22896000000000022,1.431
$5,0.5 hrs,20 oz,Fair,Spill Resistant,0.5,2.6,2.2,0.8,6.1000000000000005,-1.1000000000000005,0.3737,-0.41107000000000016,1.8684999999999998
$5,0.5 hrs,20 oz,Fair,Leak Resistant,0.5,2.6,2.2,1.0,6.300000000000001,-1.3000000000000007,0.4884,-0.6349200000000004,2.442
$5,0.5 hrs,20 oz,Easy,Slosh Resistant,0.5,2.6,3.0,0.5,6.6,-1.5999999999999996,0.3556,-0.5689599999999999,1.778
$5,0.5 hrs,20 oz,Easy,Spill Resistant,0.5,2.6,3.0,0.8,6.8999999999999995,-1.8999999999999995,0.4564,-0.8671599999999997,2.282
$5,0.5 hrs,20 oz,Easy,Leak Resistant,0.5,2.6,3.0,1.0,7.1,-2.0999999999999996,0.5778,-1.2133799999999997,2.889
$5,0.5 hrs,32 0z,Difficult,Slosh Resistant,0.5,2.8,1.0,0.5,4.8,0.20000000000000018,0.173,0.03460000000000003,0.865
$5,0.5 hrs,32 0z,Difficult,Spill Resistant,0.5,2.8,1.0,0.8,5.1,-0.09999999999999964,0.228,-0.02279999999999992,1.1400000000000001
$5,0.5 hrs,32 0z,Difficult,Leak Resistant,0.5,2.8,1.0,1.0,5.3,-0.2999999999999998,0.3069,-0.09206999999999994,1.5345
$5,0.5 hrs,32 0z,Fair,Slosh Resistant,0.5,2.8,2.2,0.5,6.0,-1.0,0.258,-0.258,1.29
$5,0.5 hrs,32 0z,Fair,Spill Resistant,0.5,2.8,2.2,0.8,6.3,-1.2999999999999998,0.3336,-0.43367999999999995,1.6680000000000001
$5,0.5 hrs,32 0z,Fair,Leak Resistant,0.5,2.8,2.2,1.0,6.5,-1.5,0.4358,-0.6537000000000001,2.1790000000000003
$5,0.5 hrs,32 0z,Easy,Slosh Resistant,0.5,2.8,3.0,0.5,6.8,-1.7999999999999998,0.3205,-0.5769,1.6025
$5,0.5 hrs,32 0z,Easy,Spill Resistant,0.5,2.8,3.0,0.8,7.1,-2.0999999999999996,0.4075,-0.8557499999999998,2.0374999999999996
$5,0.5 hrs,32 0z,Easy,Leak Resistant,0.5,2.8,3.0,1.0,7.3,-2.3,0.5154,-1.18542,2.577
$5,1 hrs,12 oz,Difficult,Slosh Resistant,1.0,1.0,1.0,0.5,3.5,1.5,0.2091,0.31365,1.0455
$5,1 hrs,12 oz,Difficult,Spill Resistant,1.0,1.0,1.0,0.8,3.8,1.2000000000000002,0.2712,0.32544000000000006,1.3559999999999999
$5,1 hrs,12 oz,Difficult,Leak Resistant,1.0,1.0,1.0,1.0,4.0,1.0,0.3571,0.3571,1.7854999999999999
$5,1 hrs,12 oz,Fair,Slosh Resistant,1.0,1.0,2.2,0.5,4.7,0.2999999999999998,0.3114,0.09341999999999995,1.557
$5,1 hrs,12 oz,Fair,Spill Resistant,1.0,1.0,2.2,0.8,5.0,0.0,0.3986,0.0,1.993
