State,Month,Price,Commodity
Odisha,Apr-09,20,Milk
Punjab,Apr-09,22,Milk
Rajasthan,Apr-09,14,Milk
Tamil Nadu,Apr-09,18,Milk
Telangana,Apr-09,22,Milk
Uttar Pradesh,Apr-09,26,Milk
Uttarakhand,Apr-09,22,Milk
West Bengal,Apr-09,20,Milk
Assam,May-09,22,Milk
Bihar,May-09,20,Milk
Chandigarh,May-09,23,Milk
Chhattisgarh,May-09,22,Milk
Delhi,May-09,21,Milk
Gujarat,May-09,25,Milk
Himachal Pradesh,May-09,20,Milk
Jammu and Kashmir,May-09,20,Milk
Jharkhand,May-09,18,Milk
Karnataka,May-09,18,Milk
Kerala,May-09,20,Milk
Madhya Pradesh,May-09,23,Milk
Maharashtra,May-09,21,Milk
Meghalaya,May-09,31,Milk
Mizoram,May-09,28,Milk
Odisha,May-09,20,Milk
Punjab,May-09,23.75,Milk
Rajasthan,May-09,14,Milk
Tamil Nadu,May-09,18,Milk
Telangana,May-09,22,Milk
Uttar Pradesh,May-09,26,Milk
Uttarakhand,May-09,22,Milk
West Bengal,May-09,20,Milk
Assam,Jun-09,22,Milk
Bihar,Jun-09,20,Milk
Chandigarh,Jun-09,23.18,Milk
Chhattisgarh,Jun-09,22,Milk
Delhi,Jun-09,21,Milk
Gujarat,Jun-09,25,Milk
Himachal Pradesh,Jun-09,20,Milk
Jammu and Kashmir,Jun-09,20,Milk
Jharkhand,Jun-09,18,Milk
Karnataka,Jun-09,18,Milk
Kerala,Jun-09,20,Milk
Madhya Pradesh,Jun-09,23.32,Milk
Maharashtra,Jun-09,21,Milk
Meghalaya,Jun-09,31,Milk
Mizoram,Jun-09,28,Milk
Odisha,Jun-09,20,Milk
Punjab,Jun-09,26.07,Milk
Rajasthan,Jun-09,14,Milk
Tamil Nadu,Jun-09,18,Milk
Telangana,Jun-09,22.73,Milk
Uttar Pradesh,Jun-09,26,Milk
Uttarakhand,Jun-09,22,Milk
West Bengal,Jun-09,20,Milk
Assam,Jul-09,22,Milk
Bihar,Jul-09,20,Milk
Chandigarh,Jul-09,25,Milk
Chhattisgarh,Jul-09,22,Milk
Delhi,Jul-09,21,Milk
Gujarat,Jul-09,25.26,Milk
Himachal Pradesh,Jul-09,20.7,Milk
Jammu and Kashmir,Jul-09,20,Milk
Jharkhand,Jul-09,18,Milk
Karnataka,Jul-09,18,Milk
Kerala,Jul-09,20,Milk
Madhya Pradesh,Jul-09,24.48,Milk
Maharashtra,Jul-09,21.35,Milk
Meghalaya,Jul-09,31,Milk
Mizoram,Jul-09,28,Milk
Odisha,Jul-09,20,Milk
Punjab,Jul-09,25.54,Milk
Rajasthan,Jul-09,14,Milk
Tamil Nadu,Jul-09,18,Milk
Telangana,Jul-09,24,Milk
Uttar Pradesh,Jul-09,26,Milk
Uttarakhand,Jul-09,22,Milk
West Bengal,Jul-09,20,Milk
Assam,Aug-09,22,Milk
Bihar,Aug-09,20,Milk
Chandigarh,Aug-09,25,Milk
Chhattisgarh,Aug-09,22,Milk
Delhi,Aug-09,21,Milk
Gujarat,Aug-09,25,Milk
Himachal Pradesh,Aug-09,21.3,Milk
Jammu and Kashmir,Aug-09,20.25,Milk
Jharkhand,Aug-09,18,Milk
Karnataka,Aug-09,18,Milk
Kerala,Aug-09,20,Milk
Madhya Pradesh,Aug-09,25,Milk
Maharashtra,Aug-09,21.4,Milk
Meghalaya,Aug-09,31,Milk
Mizoram,Aug-09,28,Milk
Odisha,Aug-09,20,Milk
Punjab,Aug-09,25,Milk
Rajasthan,Aug-09,14,Milk
Tamil Nadu,Aug-09,18,Milk
Telangana,Aug-09,24,Milk
Uttar Pradesh,Aug-09,26,Milk
Uttarakhand,Aug-09,22,Milk
West Bengal,Aug-09,20,Milk
Assam,Sep-09,22,Milk
Bihar,Sep-09,20,Milk
Chandigarh,Sep-09,25,Milk
Chhattisgarh,Sep-09,22,Milk
Delhi,Sep-09,21,Milk
Gujarat,Sep-09,25,Milk
Himachal Pradesh,Sep-09,20,Milk
Jammu and Kashmir,Sep-09,21,Milk
Jharkhand,Sep-09,18,Milk
Karnataka,Sep-09,18,Milk
Kerala,Sep-09,20,Milk
Madhya Pradesh,Sep-09,25,Milk
Maharashtra,Sep-09,22,Milk
Meghalaya,Sep-09,31,Milk
Mizoram,Sep-09,28,Milk
Odisha,Sep-09,20,Milk
Punjab,Sep-09,25.5,Milk
Rajasthan,Sep-09,14,Milk
Tamil Nadu,Sep-09,19.05,Milk
Telangana,Sep-09,24,Milk
Uttar Pradesh,Sep-09,26,Milk
Uttarakhand,Sep-09,22,Milk
West Bengal,Sep-09,20,Milk
Assam,Oct-09,22,Milk
Bihar,Oct-09,20,Milk
Chandigarh,Oct-09,25,Milk
Chhattisgarh,Oct-09,22,Milk
Delhi,Oct-09,21,Milk
Gujarat,Oct-09,25.14,Milk
Himachal Pradesh,Oct-09,20,Milk
Jammu and Kashmir,Oct-09,21,Milk
Jharkhand,Oct-09,18,Milk
Karnataka,Oct-09,18,Milk
Kerala,Oct-09,20,Milk
Madhya Pradesh,Oct-09,24.86,Milk
Maharashtra,Oct-09,22,Milk
Meghalaya,Oct-09,31,Milk
Mizoram,Oct-09,28,Milk
Odisha,Oct-09,20,Milk
Punjab,Oct-09,25.5,Milk
Rajasthan,Oct-09,14,Milk
Tamil Nadu,Oct-09,21,Milk
Telangana,Oct-09,24,Milk
Uttar Pradesh,Oct-09,27.33,Milk
Uttarakhand,Oct-09,22,Milk
West Bengal,Oct-09,20,Milk
Assam,Nov-09,22,Milk
Bihar,Nov-09,20,Milk
Chandigarh,Nov-09,25,Milk
Chhattisgarh,Nov-09,22,Milk
Delhi,Nov-09,21.9,Milk
Gujarat,Nov-09,26,Milk
Himachal Pradesh,Nov-09,20,Milk
Jammu and Kashmir,Nov-09,21,Milk
Jharkhand,Nov-09,18,Milk
Karnataka,Nov-09,16.1,Milk
Kerala,Nov-09,20,Milk
Madhya Pradesh,Nov-09,24,Milk
Maharashtra,Nov-09,22,Milk
Mizoram,Nov-09,28,Milk
Odisha,Nov-09,20,Milk
Punjab,Nov-09,25.5,Milk
Rajasthan,Nov-09,14,Milk
Tamil Nadu,Nov-09,21,Milk
Telangana,Nov-09,24.4,Milk
Uttar Pradesh,Nov-09,28,Milk
Uttarakhand,Nov-09,22.6,Milk
West Bengal,Nov-09,20,Milk
Assam,Dec-09,23.14,Milk
Bihar,Dec-09,20,Milk
Chandigarh,Dec-09,25,Milk
Chhattisgarh,Dec-09,22,Milk
Delhi,Dec-09,22,Milk
Gujarat,Dec-09,26,Milk
Himachal Pradesh,Dec-09,20,Milk
Jammu and Kashmir,Dec-09,21,Milk
Jharkhand,Dec-09,20,Milk
Karnataka,Dec-09,16,Milk
Kerala,Dec-09,20,Milk
Madhya Pradesh,Dec-09,24,Milk
Maharashtra,Dec-09,22.38,Milk
Mizoram,Dec-09,28,Milk
Odisha,Dec-09,20,Milk
Punjab,Dec-09,25.64,Milk
Rajasthan,Dec-09,14,Milk
Tamil Nadu,Dec-09,21,Milk
Telangana,Dec-09,25,Milk
Uttar Pradesh,Dec-09,28,Milk
Uttarakhand,Dec-09,24,Milk
West Bengal,Dec-09,20,Milk
Assam,Jan-10,24,Milk
Bihar,Jan-10,21.2,Milk
Chandigarh,Jan-10,25,Milk
Chhattisgarh,Jan-10,22,Milk
Delhi,Jan-10,22,Milk
Gujarat,Jan-10,25.3,Milk
Himachal Pradesh,Jan-10,20,Milk
Jammu and Kashmir,Jan-10,21,Milk
Jharkhand,Jan-10,25,Milk
Karnataka,Jan-10,16,Milk
Kerala,Jan-10,20,Milk
Madhya Pradesh,Jan-10,24,Milk
Maharashtra,Jan-10,23.65,Milk
Mizoram,Jan-10,28,Milk
Odisha,Jan-10,20,Milk
Punjab,Jan-10,26,Milk
Rajasthan,Jan-10,14.65,Milk
Tamil Nadu,Jan-10,21,Milk
Telangana,Jan-10,25,Milk
Uttar Pradesh,Jan-10,28,Milk
Uttarakhand,Jan-10,24,Milk
West Bengal,Jan-10,20.6,Milk
Assam,Feb-10,23.65,Milk
Bihar,Feb-10,22,Milk
Chandigarh,Feb-10,25,Milk
Chhattisgarh,Feb-10,22,Milk
Delhi,Feb-10,22,Milk
Gujarat,Feb-10,25.3,Milk
Himachal Pradesh,Feb-10,20,Milk
Jammu and Kashmir,Feb-10,21,Milk
Jharkhand,Feb-10,25,Milk
Karnataka,Feb-10,16,Milk
Kerala,Feb-10,20,Milk
Madhya Pradesh,Feb-10,24,Milk
Maharashtra,Feb-10,23.4,Milk
Mizoram,Feb-10,28,Milk
Odisha,Feb-10,21.7,Milk
Punjab,Feb-10,26,Milk
Rajasthan,Feb-10,15,Milk
Tamil Nadu,Feb-10,21,Milk
Telangana,Feb-10,25.95,Milk
Tripura,Feb-10,24,Milk
Uttar Pradesh,Feb-10,28,Milk
Uttarakhand,Feb-10,24,Milk
West Bengal,Feb-10,21,Milk
Assam,Mar-10,23.11,Milk
Bihar,Mar-10,22.5,Milk
Chandigarh,Mar-10,25,Milk
Chhattisgarh,Mar-10,22.14,Milk
Delhi,Mar-10,22.33,Milk
Gujarat,Mar-10,26,Milk
Himachal Pradesh,Mar-10,20,Milk
Jammu and Kashmir,Mar-10,21.88,Milk
Jharkhand,Mar-10,25,Milk
Karnataka,Mar-10,16,Milk
Kerala,Mar-10,20,Milk
Madhya Pradesh,Mar-10,25.65,Milk
Maharashtra,Mar-10,23.68,Milk
Mizoram,Mar-10,28,Milk
Odisha,Mar-10,22,Milk
Punjab,Mar-10,26,Milk
Rajasthan,Mar-10,19.88,Milk
Tamil Nadu,Mar-10,21,Milk
Telangana,Mar-10,26.6,Milk
Tripura,Mar-10,24,Milk
Uttar Pradesh,Mar-10,25.43,Milk
Uttarakhand,Mar-10,24,Milk
West Bengal,Mar-10,21.61,Milk
Andhra Pradesh,Apr-10,28,Milk
Assam,Apr-10,23,Milk
Bihar,Apr-10,24,Milk
Chhattisgarh,Apr-10,22.9,Milk
Delhi,Apr-10,23,Milk
Gujarat,Apr-10,26,Milk
Himachal Pradesh,Apr-10,20.05,Milk
Jammu and Kashmir,Apr-10,22,Milk
Karnataka,Apr-10,18.1,Milk
Kerala,Apr-10,20,Milk
Madhya Pradesh,Apr-10,26.05,Milk
Maharashtra,Apr-10,25.3,Milk
Odisha,Apr-10,22,Milk
Rajasthan,Apr-10,21,Milk
Tamil Nadu,Apr-10,21.33,Milk
Telangana,Apr-10,26.7,Milk
Tripura,Apr-10,24,Milk
Uttar Pradesh,Apr-10,29,Milk
Uttarakhand,Apr-10,24,Milk
West Bengal,Apr-10,21.11,Milk
Andhra Pradesh,May-10,28,Milk
Assam,May-10,24.6,Milk
Bihar,May-10,24,Milk
Chhattisgarh,May-10,22.85,Milk
Delhi,May-10,23,Milk
Gujarat,May-10,26,Milk
Himachal Pradesh,May-10,20,Milk
Jammu and Kashmir,May-10,22,Milk
Karnataka,May-10,19,Milk
Kerala,May-10,20,Milk
Madhya Pradesh,May-10,26.7,Milk
Maharashtra,May-10,25.67,Milk
Odisha,May-10,22,Milk
Punjab,May-10,28,Milk
Rajasthan,May-10,21.58,Milk
Tamil Nadu,May-10,21.5,Milk
Telangana,May-10,26,Milk
Tripura,May-10,24,Milk
Uttar Pradesh,May-10,29.5,Milk
Uttarakhand,May-10,24,Milk
West Bengal,May-10,21,Milk
Andhra Pradesh,Jun-10,28,Milk
Assam,Jun-10,26,Milk
Bihar,Jun-10,24,Milk
Chhattisgarh,Jun-10,23,Milk
Delhi,Jun-10,23,Milk
Gujarat,Jun-10,26,Milk
Himachal Pradesh,Jun-10,20,Milk
Jammu and Kashmir,Jun-10,22,Milk
Karnataka,Jun-10,19,Milk
Kerala,Jun-10,20,Milk
Madhya Pradesh,Jun-10,28.09,Milk
Maharashtra,Jun-10,25.68,Milk
Odisha,Jun-10,22,Milk
Punjab,Jun-10,28.64,Milk
Rajasthan,Jun-10,22.36,Milk
Tamil Nadu,Jun-10,21.5,Milk
Telangana,Jun-10,26,Milk
Tripura,Jun-10,24.45,Milk
Uttar Pradesh,Jun-10,29.5,Milk
Uttarakhand,Jun-10,24,Milk
West Bengal,Jun-10,21.05,Milk
Andhra Pradesh,Jul-10,28.77,Milk
Assam,Jul-10,26,Milk
Bihar,Jul-10,24,Milk
Chandigarh,Jul-10,25,Milk
Chhattisgarh,Jul-10,23,Milk
Delhi,Jul-10,23.77,Milk
Gujarat,Jul-10,27,Milk
Himachal Pradesh,Jul-10,20,Milk
Jammu and Kashmir,Jul-10,21.92,Milk
Karnataka,Jul-10,19,Milk
Kerala,Jul-10,22.86,Milk
Madhya Pradesh,Jul-10,30,Milk
Maharashtra,Jul-10,25.86,Milk
Odisha,Jul-10,22,Milk
Punjab,Jul-10,28,Milk
Rajasthan,Jul-10,23,Milk
Tamil Nadu,Jul-10,21.5,Milk
Telangana,Jul-10,27.68,Milk
Tripura,Jul-10,26,Milk
Uttar Pradesh,Jul-10,29.5,Milk
Uttarakhand,Jul-10,24,Milk
West Bengal,Jul-10,21,Milk
Andhra Pradesh,Aug-10,29,Milk
Assam,Aug-10,26,Milk
Bihar,Aug-10,24,Milk
Chandigarh,Aug-10,26.08,Milk
Chhattisgarh,Aug-10,23,Milk
Delhi,Aug-10,24,Milk
Gujarat,Aug-10,27,Milk
Himachal Pradesh,Aug-10,20.09,Milk
Jammu and Kashmir,Aug-10,22,Milk
Karnataka,Aug-10,19.05,Milk
Kerala,Aug-10,23,Milk
Madhya Pradesh,Aug-10,30,Milk
Maharashtra,Aug-10,26,Milk
Odisha,Aug-10,22,Milk
Punjab,Aug-10,28,Milk
Rajasthan,Aug-10,23,Milk
Tamil Nadu,Aug-10,21.5,Milk
Telangana,Aug-10,29,Milk
Tripura,Aug-10,26,Milk
Uttar Pradesh,Aug-10,29.5,Milk
Uttarakhand,Aug-10,24,Milk
West Bengal,Aug-10,21,Milk
Andhra Pradesh,Sep-10,29,Milk
Assam,Sep-10,26,Milk
Bihar,Sep-10,24,Milk
Chandigarh,Sep-10,26,Milk
Chhattisgarh,Sep-10,23,Milk
Delhi,Sep-10,24,Milk
Gujarat,Sep-10,27,Milk
Haryana,Sep-10,27,Milk
Himachal Pradesh,Sep-10,18.68,Milk
Jammu and Kashmir,Sep-10,22,Milk
Karnataka,Sep-10,19.5,Milk
Kerala,Sep-10,23,Milk
Madhya Pradesh,Sep-10,29.48,Milk
Maharashtra,Sep-10,25.85,Milk
Odisha,Sep-10,22,Milk
Punjab,Sep-10,28.03,Milk
Rajasthan,Sep-10,23.19,Milk
Tamil Nadu,Sep-10,22.28,Milk
Telangana,Sep-10,28.95,Milk
Tripura,Sep-10,26,Milk
Uttar Pradesh,Sep-10,30.27,Milk
Uttarakhand,Sep-10,25.44,Milk
West Bengal,Sep-10,21.46,Milk
Andhra Pradesh,Oct-10,29,Milk
Assam,Oct-10,26,Milk
Bihar,Oct-10,26.7,Milk
Chandigarh,Oct-10,25,Milk
Chhattisgarh,Oct-10,23,Milk
Delhi,Oct-10,24,Milk
Gujarat,Oct-10,27,Milk
Haryana,Oct-10,27,Milk
Himachal Pradesh,Oct-10,18.5,Milk
Jammu and Kashmir,Oct-10,22,Milk
Karnataka,Oct-10,19.5,Milk
Kerala,Oct-10,23,Milk
Madhya Pradesh,Oct-10,29.48,Milk
Maharashtra,Oct-10,25.9,Milk
Odisha,Oct-10,22,Milk
Punjab,Oct-10,28.19,Milk
Rajasthan,Oct-10,25.66,Milk
Tamil Nadu,Oct-10,22.33,Milk
Telangana,Oct-10,28,Milk
Tripura,Oct-10,26,Milk
Uttar Pradesh,Oct-10,31,Milk
Uttarakhand,Oct-10,26,Milk
West Bengal,Oct-10,21.97,Milk
Andhra Pradesh,Nov-10,29,Milk
Assam,Nov-10,26,Milk
Bihar,Nov-10,26.02,Milk
Chhattisgarh,Nov-10,24.8,Milk
Delhi,Nov-10,24,Milk
Gujarat,Nov-10,27,Milk
Haryana,Nov-10,27,Milk
Himachal Pradesh,Nov-10,18.5,Milk
Jammu and Kashmir,Nov-10,22,Milk
Karnataka,Nov-10,19.5,Milk
Kerala,Nov-10,23,Milk
Madhya Pradesh,Nov-10,29.5,Milk
Maharashtra,Nov-10,25.9,Milk
Odisha,Nov-10,22,Milk
Punjab,Nov-10,28.22,Milk
Rajasthan,Nov-10,25.14,Milk
Tamil Nadu,Nov-10,22.33,Milk
Telangana,Nov-10,27.5,Milk
Tripura,Nov-10,26,Milk
Uttar Pradesh,Nov-10,31,Milk
Uttarakhand,Nov-10,26,Milk
West Bengal,Nov-10,22.1,Milk
Andhra Pradesh,Dec-10,29,Milk
Assam,Dec-10,26,Milk
Bihar,Dec-10,24.18,Milk
Chandigarh,Dec-10,27,Milk
Chhattisgarh,Dec-10,24.59,Milk
Delhi,Dec-10,24.45,Milk
Gujarat,Dec-10,27.14,Milk
Haryana,Dec-10,27.25,Milk
Himachal Pradesh,Dec-10,18.5,Milk
Jammu and Kashmir,Dec-10,22,Milk
Karnataka,Dec-10,19.68,Milk
Kerala,Dec-10,23.41,Milk
Madhya Pradesh,Dec-10,29.5,Milk
Maharashtra,Dec-10,25.8,Milk
Odisha,Dec-10,22,Milk
Punjab,Dec-10,27.89,Milk
Rajasthan,Dec-10,25.65,Milk
Tamil Nadu,Dec-10,22.33,Milk
Telangana,Dec-10,26.68,Milk
Tripura,Dec-10,25.45,Milk
Uttar Pradesh,Dec-10,31,Milk
Uttarakhand,Dec-10,26,Milk
West Bengal,Dec-10,22,Milk
Andhra Pradesh,Jan-11,30.47,Milk
Assam,Jan-11,26,Milk
Bihar,Jan-11,25.47,Milk
Chhattisgarh,Jan-11,24,Milk
Delhi,Jan-11,25,Milk
Gujarat,Jan-11,28,Milk
Haryana,Jan-11,27.95,Milk
Himachal Pradesh,Jan-11,18.5,Milk
Jammu and Kashmir,Jan-11,23.6,Milk
Karnataka,Jan-11,21.47,Milk
Kerala,Jan-11,24,Milk
Madhya Pradesh,Jan-11,29.5,Milk
Maharashtra,Jan-11,25.82,Milk
Odisha,Jan-11,22,Milk
Punjab,Jan-11,25.92,Milk
Rajasthan,Jan-11,23.82,Milk
Tamil Nadu,Jan-11,22.33,Milk
Telangana,Jan-11,26.95,Milk
Tripura,Jan-11,25,Milk
Uttar Pradesh,Jan-11,31,Milk
Uttarakhand,Jan-11,27.18,Milk
West Bengal,Jan-11,22.13,Milk
Andhra Pradesh,Feb-11,29,Milk
Assam,Feb-11,26,Milk
Bihar,Feb-11,25.5,Milk
Chhattisgarh,Feb-11,24,Milk
Delhi,Feb-11,25,Milk
Gujarat,Feb-11,28,Milk
Haryana,Feb-11,28,Milk
Himachal Pradesh,Feb-11,18.5,Milk
Jammu and Kashmir,Feb-11,24,Milk
Karnataka,Feb-11,21.53,Milk
Kerala,Feb-11,24.68,Milk
Madhya Pradesh,Feb-11,29.5,Milk
Maharashtra,Feb-11,25.95,Milk
Odisha,Feb-11,22,Milk
Punjab,Feb-11,28,Milk
Rajasthan,Feb-11,24,Milk
Tamil Nadu,Feb-11,22.33,Milk
Telangana,Feb-11,28,Milk
Tripura,Feb-11,25,Milk
Uttar Pradesh,Feb-11,31.03,Milk
Uttarakhand,Feb-11,28,Milk
West Bengal,Feb-11,22,Milk
Andhra Pradesh,Mar-11,29,Milk
Assam,Mar-11,26,Milk
Bihar,Mar-11,25.5,Milk
Chhattisgarh,Mar-11,24,Milk
Delhi,Mar-11,25,Milk
Gujarat,Mar-11,28,Milk
Haryana,Mar-11,28,Milk
Himachal Pradesh,Mar-11,17.94,Milk
Jammu and Kashmir,Mar-11,24,Milk
Karnataka,Mar-11,22.57,Milk
Kerala,Mar-11,24.5,Milk
Madhya Pradesh,Mar-11,30.41,Milk
Maharashtra,Mar-11,26,Milk
Odisha,Mar-11,22,Milk
Rajasthan,Mar-11,24,Milk
Tamil Nadu,Mar-11,21.97,Milk
Telangana,Mar-11,28.36,Milk
Tripura,Mar-11,25.09,Milk
Uttar Pradesh,Mar-11,30.34,Milk
Uttarakhand,Mar-11,28,Milk
West Bengal,Mar-11,22.18,Milk
Andhra Pradesh,Apr-11,29,Milk
Assam,Apr-11,26,Milk
Bihar,Apr-11,25.5,Milk
Chhattisgarh,Apr-11,24,Milk
Delhi,Apr-11,25,Milk
Gujarat,Apr-11,29.11,Milk
Haryana,Apr-11,28,Milk
Himachal Pradesh,Apr-11,16,Milk
Jammu and Kashmir,Apr-11,24,Milk
Karnataka,Apr-11,22.61,Milk
Kerala,Apr-11,24.5,Milk
Madhya Pradesh,Apr-11,30.5,Milk
Maharashtra,Apr-11,26,Milk
Odisha,Apr-11,22,Milk
Rajasthan,Apr-11,24,Milk
Tamil Nadu,Apr-11,21.67,Milk
Telangana,Apr-11,30.17,Milk
Tripura,Apr-11,27.83,Milk
Uttar Pradesh,Apr-11,30.75,Milk
Uttarakhand,Apr-11,29.78,Milk
West Bengal,Apr-11,22,Milk
Andhra Pradesh,May-11,29,Milk
Assam,May-11,27.62,Milk
Bihar,May-11,25.5,Milk
Chandigarh,May-11,30,Milk
Chhattisgarh,May-11,24,Milk
Delhi,May-11,25.86,Milk
Gujarat,May-11,33,Milk
Haryana,May-11,27.9,Milk
Himachal Pradesh,May-11,16,Milk
Jammu and Kashmir,May-11,24.32,Milk
Karnataka,May-11,22.57,Milk
Kerala,May-11,24.5,Milk
Madhya Pradesh,May-11,30.5,Milk
Maharashtra,May-11,26,Milk
Odisha,May-11,22,Milk
Punjab,May-11,30.46,Milk
Rajasthan,May-11,24.19,Milk
Tamil Nadu,May-11,21.67,Milk
Telangana,May-11,31,Milk
Tripura,May-11,28,Milk
Uttar Pradesh,May-11,32.21,Milk
Uttarakhand,May-11,30.57,Milk
West Bengal,May-11,22.1,Milk
Andhra Pradesh,Jun-11,29,Milk
Assam,Jun-11,29.23,Milk
Bihar,Jun-11,25.5,Milk
Chandigarh,Jun-11,30.86,Milk
Chhattisgarh,Jun-11,24,Milk
Delhi,Jun-11,27,Milk
Gujarat,Jun-11,33,Milk
Haryana,Jun-11,28,Milk
Himachal Pradesh,Jun-11,16,Milk
Jammu and Kashmir,Jun-11,25,Milk
Karnataka,Jun-11,22.57,Milk
Kerala,Jun-11,24.5,Milk
Madhya Pradesh,Jun-11,30.64,Milk
Maharashtra,Jun-11,26.05,Milk
Odisha,Jun-11,22,Milk
Punjab,Jun-11,30.5,Milk
Rajasthan,Jun-11,25,Milk
Tamil Nadu,Jun-11,21.67,Milk
Telangana,Jun-11,31.77,Milk
Tripura,Jun-11,28,Milk
Uttar Pradesh,Jun-11,34.01,Milk
Uttarakhand,Jun-11,32,Milk
West Bengal,Jun-11,22.5,Milk
Andhra Pradesh,Jul-11,29,Milk
Assam,Jul-11,31,Milk
Bihar,Jul-11,25.5,Milk
Chandigarh,Jul-11,31,Milk
Chhattisgarh,Jul-11,24,Milk
Delhi,Jul-11,27,Milk
Gujarat,Jul-11,32.33,Milk
Haryana,Jul-11,28.57,Milk
Himachal Pradesh,Jul-11,16.8,Milk
Jammu and Kashmir,Jul-11,25,Milk
Karnataka,Jul-11,22.5,Milk
Kerala,Jul-11,24.5,Milk
Madhya Pradesh,Jul-11,31.38,Milk
Maharashtra,Jul-11,30.6,Milk
Odisha,Jul-11,22,Milk
Rajasthan,Jul-11,25.38,Milk
Tamil Nadu,Jul-11,21.95,Milk
Telangana,Jul-11,32.05,Milk
Tripura,Jul-11,28,Milk
Uttar Pradesh,Jul-11,34.45,Milk
Uttarakhand,Jul-11,32,Milk
West Bengal,Jul-11,22.5,Milk
Andhra Pradesh,Aug-11,32,Milk
Assam,Aug-11,31,Milk
Bihar,Aug-11,25.5,Milk
Chandigarh,Aug-11,31,Milk
Chhattisgarh,Aug-11,24,Milk
Delhi,Aug-11,27,Milk
Gujarat,Aug-11,34.9,Milk
Haryana,Aug-11,32.7,Milk
Himachal Pradesh,Aug-11,18.5,Milk
Jammu and Kashmir,Aug-11,25,Milk
Karnataka,Aug-11,22.5,Milk
Kerala,Aug-11,24.49,Milk
Madhya Pradesh,Aug-11,31.98,Milk
Maharashtra,Aug-11,31.5,Milk
Odisha,Aug-11,22,Milk
Rajasthan,Aug-11,26,Milk
Tamil Nadu,Aug-11,22.33,Milk
Telangana,Aug-11,33,Milk
Tripura,Aug-11,28,Milk
Uttar Pradesh,Aug-11,35.2,Milk
Uttarakhand,Aug-11,32,Milk
West Bengal,Aug-11,22.5,Milk
Andhra Pradesh,Sep-11,32,Milk
Assam,Sep-11,31,Milk
Bihar,Sep-11,25.73,Milk
Chandigarh,Sep-11,31,Milk
