State,Month,Price,Commodity
Karnataka,May-09,17,Wheat
Kerala,May-09,22,Wheat
Madhya Pradesh,May-09,12,Wheat
Maharashtra,May-09,16,Wheat
Nagaland,May-09,14,Wheat
Punjab,May-09,11.28,Wheat
Rajasthan,May-09,12,Wheat
Tamil Nadu,May-09,18,Wheat
Telangana,May-09,14,Wheat
Uttar Pradesh,May-09,11.25,Wheat
Uttarakhand,May-09,12,Wheat
Assam,Jun-09,14.23,Wheat
Bihar,Jun-09,11,Wheat
Chandigarh,Jun-09,13,Wheat
Chhattisgarh,Jun-09,18,Wheat
Delhi,Jun-09,13.59,Wheat
Gujarat,Jun-09,12.91,Wheat
Jammu and Kashmir,Jun-09,11.23,Wheat
Jharkhand,Jun-09,13,Wheat
Karnataka,Jun-09,17,Wheat
Kerala,Jun-09,22,Wheat
Madhya Pradesh,Jun-09,12.32,Wheat
Maharashtra,Jun-09,16,Wheat
Nagaland,Jun-09,14,Wheat
Odisha,Jun-09,13,Wheat
Punjab,Jun-09,11,Wheat
Rajasthan,Jun-09,12,Wheat
Tamil Nadu,Jun-09,18,Wheat
Telangana,Jun-09,14,Wheat
Uttar Pradesh,Jun-09,11,Wheat
Uttarakhand,Jun-09,12,Wheat
Assam,Jul-09,15,Wheat
Bihar,Jul-09,11,Wheat
Chandigarh,Jul-09,13,Wheat
Chhattisgarh,Jul-09,18.7,Wheat
Delhi,Jul-09,13,Wheat
Gujarat,Jul-09,12.83,Wheat
Jammu and Kashmir,Jul-09,11,Wheat
Jharkhand,Jul-09,13,Wheat
Karnataka,Jul-09,17,Wheat
Kerala,Jul-09,22,Wheat
Madhya Pradesh,Jul-09,13,Wheat
Maharashtra,Jul-09,17,Wheat
Nagaland,Jul-09,14,Wheat
Odisha,Jul-09,13,Wheat
Punjab,Jul-09,11,Wheat
Rajasthan,Jul-09,12,Wheat
Tamil Nadu,Jul-09,18.3,Wheat
Telangana,Jul-09,14.91,Wheat
Uttar Pradesh,Jul-09,11,Wheat
Uttarakhand,Jul-09,12,Wheat
Assam,Aug-09,14.75,Wheat
Bihar,Aug-09,11,Wheat
Chandigarh,Aug-09,13,Wheat
Chhattisgarh,Aug-09,19.65,Wheat
Delhi,Aug-09,13,Wheat
Gujarat,Aug-09,14,Wheat
Jammu and Kashmir,Aug-09,11,Wheat
Jharkhand,Aug-09,13,Wheat
Karnataka,Aug-09,17.4,Wheat
Kerala,Aug-09,22,Wheat
Madhya Pradesh,Aug-09,13,Wheat
Maharashtra,Aug-09,17,Wheat
Nagaland,Aug-09,14,Wheat
Odisha,Aug-09,13.4,Wheat
Punjab,Aug-09,11,Wheat
Rajasthan,Aug-09,12,Wheat
Tamil Nadu,Aug-09,19,Wheat
Telangana,Aug-09,17,Wheat
Uttar Pradesh,Aug-09,11,Wheat
Uttarakhand,Aug-09,12,Wheat
Assam,Sep-09,14,Wheat
Bihar,Sep-09,11.25,Wheat
Chandigarh,Sep-09,13,Wheat
Chhattisgarh,Sep-09,19,Wheat
Delhi,Sep-09,13,Wheat
Gujarat,Sep-09,14,Wheat
Jammu and Kashmir,Sep-09,11.6,Wheat
Jharkhand,Sep-09,13,Wheat
Karnataka,Sep-09,18.4,Wheat
Kerala,Sep-09,22,Wheat
Madhya Pradesh,Sep-09,13,Wheat
Maharashtra,Sep-09,17.6,Wheat
Nagaland,Sep-09,14,Wheat
Odisha,Sep-09,14,Wheat
Punjab,Sep-09,11.5,Wheat
Rajasthan,Sep-09,12.55,Wheat
Tamil Nadu,Sep-09,19,Wheat
Telangana,Sep-09,17,Wheat
Uttar Pradesh,Sep-09,11,Wheat
Uttarakhand,Sep-09,12,Wheat
Assam,Oct-09,14,Wheat
Bihar,Oct-09,12,Wheat
Chandigarh,Oct-09,13,Wheat
Chhattisgarh,Oct-09,19,Wheat
Delhi,Oct-09,13.29,Wheat
Gujarat,Oct-09,14,Wheat
Jammu and Kashmir,Oct-09,14,Wheat
Jharkhand,Oct-09,13,Wheat
Karnataka,Oct-09,17.1,Wheat
Kerala,Oct-09,22,Wheat
Madhya Pradesh,Oct-09,13,Wheat
Maharashtra,Oct-09,17.67,Wheat
Nagaland,Oct-09,14,Wheat
Odisha,Oct-09,14,Wheat
Punjab,Oct-09,11.57,Wheat
Rajasthan,Oct-09,13,Wheat
Tamil Nadu,Oct-09,19,Wheat
Telangana,Oct-09,17,Wheat
Uttar Pradesh,Oct-09,11,Wheat
Uttarakhand,Oct-09,12.9,Wheat
Assam,Nov-09,15.8,Wheat
Bihar,Nov-09,12,Wheat
Chandigarh,Nov-09,13,Wheat
Chhattisgarh,Nov-09,17.05,Wheat
Delhi,Nov-09,14.9,Wheat
Gujarat,Nov-09,14.45,Wheat
Jammu and Kashmir,Nov-09,14,Wheat
Jharkhand,Nov-09,13,Wheat
Karnataka,Nov-09,18.65,Wheat
Kerala,Nov-09,22.3,Wheat
Madhya Pradesh,Nov-09,13.55,Wheat
Maharashtra,Nov-09,18.95,Wheat
Nagaland,Nov-09,14,Wheat
Odisha,Nov-09,14.95,Wheat
Punjab,Nov-09,12,Wheat
Rajasthan,Nov-09,13,Wheat
Tamil Nadu,Nov-09,21,Wheat
Telangana,Nov-09,17,Wheat
Uttar Pradesh,Nov-09,12.85,Wheat
Uttarakhand,Nov-09,14.8,Wheat
Assam,Dec-09,16.05,Wheat
Bihar,Dec-09,12.52,Wheat
Chandigarh,Dec-09,13,Wheat
Chhattisgarh,Dec-09,20.62,Wheat
Delhi,Dec-09,15.14,Wheat
Gujarat,Dec-09,15.38,Wheat
Jammu and Kashmir,Dec-09,14.57,Wheat
Jharkhand,Dec-09,13.57,Wheat
Karnataka,Dec-09,20.52,Wheat
Kerala,Dec-09,25.29,Wheat
Madhya Pradesh,Dec-09,15,Wheat
Maharashtra,Dec-09,20.1,Wheat
Nagaland,Dec-09,14,Wheat
Odisha,Dec-09,15.76,Wheat
Punjab,Dec-09,12.57,Wheat
Rajasthan,Dec-09,13,Wheat
Tamil Nadu,Dec-09,21,Wheat
Telangana,Dec-09,17,Wheat
Uttar Pradesh,Dec-09,14,Wheat
Uttarakhand,Dec-09,15,Wheat
Assam,Jan-10,17,Wheat
Bihar,Jan-10,13,Wheat
Chandigarh,Jan-10,13,Wheat
Chhattisgarh,Jan-10,21,Wheat
Delhi,Jan-10,15.2,Wheat
Gujarat,Jan-10,16.65,Wheat
Jammu and Kashmir,Jan-10,15,Wheat
Jharkhand,Jan-10,15,Wheat
Karnataka,Jan-10,22.05,Wheat
Kerala,Jan-10,25,Wheat
Madhya Pradesh,Jan-10,15.05,Wheat
Maharashtra,Jan-10,20.05,Wheat
Nagaland,Jan-10,14,Wheat
Odisha,Jan-10,17,Wheat
Punjab,Jan-10,13.72,Wheat
Rajasthan,Jan-10,13.65,Wheat
Tamil Nadu,Jan-10,21.35,Wheat
Telangana,Jan-10,17,Wheat
Uttar Pradesh,Jan-10,13.35,Wheat
Uttarakhand,Jan-10,15,Wheat
Assam,Feb-10,16.65,Wheat
Bihar,Feb-10,13,Wheat
Chandigarh,Feb-10,13,Wheat
Chhattisgarh,Feb-10,20.35,Wheat
Delhi,Feb-10,15.45,Wheat
Gujarat,Feb-10,16,Wheat
Jammu and Kashmir,Feb-10,14.2,Wheat
Jharkhand,Feb-10,14.35,Wheat
Karnataka,Feb-10,19.45,Wheat
Kerala,Feb-10,23,Wheat
Madhya Pradesh,Feb-10,16,Wheat
Maharashtra,Feb-10,19.95,Wheat
Nagaland,Feb-10,14,Wheat
Odisha,Feb-10,16.15,Wheat
Punjab,Feb-10,13.6,Wheat
Rajasthan,Feb-10,14.75,Wheat
Tamil Nadu,Feb-10,22,Wheat
Telangana,Feb-10,17.25,Wheat
Uttar Pradesh,Feb-10,13,Wheat
Uttarakhand,Feb-10,15,Wheat
Assam,Mar-10,16.11,Wheat
Bihar,Mar-10,13.25,Wheat
Chandigarh,Mar-10,13,Wheat
Chhattisgarh,Mar-10,16.86,Wheat
Delhi,Mar-10,15.1,Wheat
Gujarat,Mar-10,14.65,Wheat
Himachal Pradesh,Mar-10,15,Wheat
Jammu and Kashmir,Mar-10,13.8,Wheat
Jharkhand,Mar-10,14,Wheat
Karnataka,Mar-10,20.19,Wheat
Kerala,Mar-10,21.95,Wheat
Madhya Pradesh,Mar-10,13.59,Wheat
Maharashtra,Mar-10,19.26,Wheat
Nagaland,Mar-10,14,Wheat
Odisha,Mar-10,15.25,Wheat
Punjab,Mar-10,13,Wheat
Rajasthan,Mar-10,13.88,Wheat
Tamil Nadu,Mar-10,21.37,Wheat
Telangana,Mar-10,18.1,Wheat
Uttar Pradesh,Mar-10,13,Wheat
Uttarakhand,Mar-10,14,Wheat
Andhra Pradesh,Apr-10,17,Wheat
Assam,Apr-10,15.29,Wheat
Bihar,Apr-10,12.63,Wheat
Chhattisgarh,Apr-10,15,Wheat
Delhi,Apr-10,13.75,Wheat
Gujarat,Apr-10,13.54,Wheat
Himachal Pradesh,Apr-10,15,Wheat
Jammu and Kashmir,Apr-10,11.89,Wheat
Karnataka,Apr-10,18.45,Wheat
Kerala,Apr-10,21,Wheat
Madhya Pradesh,Apr-10,11.65,Wheat
Maharashtra,Apr-10,18.9,Wheat
Odisha,Apr-10,14,Wheat
Rajasthan,Apr-10,13.6,Wheat
Tamil Nadu,Apr-10,21.38,Wheat
Telangana,Apr-10,19,Wheat
Uttar Pradesh,Apr-10,11.66,Wheat
Uttarakhand,Apr-10,12.33,Wheat
Andhra Pradesh,May-10,17.2,Wheat
Assam,May-10,13.8,Wheat
Bihar,May-10,12,Wheat
Chhattisgarh,May-10,15,Wheat
Delhi,May-10,13,Wheat
Gujarat,May-10,14.18,Wheat
Himachal Pradesh,May-10,15,Wheat
Jammu and Kashmir,May-10,11.75,Wheat
Karnataka,May-10,18.37,Wheat
Kerala,May-10,21,Wheat
Madhya Pradesh,May-10,11,Wheat
Maharashtra,May-10,18.89,Wheat
Nagaland,May-10,16,Wheat
Punjab,May-10,12.44,Wheat
Rajasthan,May-10,14,Wheat
Tamil Nadu,May-10,20.77,Wheat
Telangana,May-10,19,Wheat
Uttar Pradesh,May-10,12,Wheat
Uttarakhand,May-10,12.43,Wheat
Andhra Pradesh,Jun-10,17.41,Wheat
Assam,Jun-10,14.88,Wheat
Bihar,Jun-10,13.29,Wheat
Chhattisgarh,Jun-10,15.55,Wheat
Delhi,Jun-10,13.5,Wheat
Gujarat,Jun-10,14.41,Wheat
Himachal Pradesh,Jun-10,15.68,Wheat
Jammu and Kashmir,Jun-10,14.19,Wheat
Jharkhand,Jun-10,13,Wheat
Karnataka,Jun-10,19.36,Wheat
Kerala,Jun-10,21,Wheat
Madhya Pradesh,Jun-10,11.09,Wheat
Maharashtra,Jun-10,18.95,Wheat
Nagaland,Jun-10,16,Wheat
Punjab,Jun-10,12.5,Wheat
Rajasthan,Jun-10,14,Wheat
Tamil Nadu,Jun-10,21,Wheat
Telangana,Jun-10,19,Wheat
Uttar Pradesh,Jun-10,12.8,Wheat
Uttarakhand,Jun-10,12.95,Wheat
Andhra Pradesh,Jul-10,19.91,Wheat
Assam,Jul-10,14.7,Wheat
Bihar,Jul-10,14,Wheat
Chandigarh,Jul-10,12,Wheat
Chhattisgarh,Jul-10,15,Wheat
Delhi,Jul-10,14,Wheat
Gujarat,Jul-10,14.84,Wheat
Himachal Pradesh,Jul-10,16,Wheat
Jammu and Kashmir,Jul-10,14.68,Wheat
Jharkhand,Jul-10,13,Wheat
Karnataka,Jul-10,19.14,Wheat
Kerala,Jul-10,20.77,Wheat
Madhya Pradesh,Jul-10,12,Wheat
Maharashtra,Jul-10,18.64,Wheat
Nagaland,Jul-10,16,Wheat
Odisha,Jul-10,15,Wheat
Punjab,Jul-10,13,Wheat
Rajasthan,Jul-10,14,Wheat
Tamil Nadu,Jul-10,21.41,Wheat
Telangana,Jul-10,19.45,Wheat
Uttar Pradesh,Jul-10,12.8,Wheat
Uttarakhand,Jul-10,13.59,Wheat
Andhra Pradesh,Aug-10,20.64,Wheat
Assam,Aug-10,15.59,Wheat
Bihar,Aug-10,14,Wheat
Chandigarh,Aug-10,12,Wheat
Chhattisgarh,Aug-10,15.86,Wheat
Delhi,Aug-10,14,Wheat
Gujarat,Aug-10,14.98,Wheat
Himachal Pradesh,Aug-10,16,Wheat
Jammu and Kashmir,Aug-10,14.14,Wheat
Karnataka,Aug-10,19,Wheat
Kerala,Aug-10,20.86,Wheat
Madhya Pradesh,Aug-10,12.59,Wheat
Maharashtra,Aug-10,18.95,Wheat
Nagaland,Aug-10,16,Wheat
Odisha,Aug-10,14.73,Wheat
Punjab,Aug-10,12.75,Wheat
Rajasthan,Aug-10,14,Wheat
Tamil Nadu,Aug-10,21.5,Wheat
Telangana,Aug-10,20.55,Wheat
Uttar Pradesh,Aug-10,12.98,Wheat
Uttarakhand,Aug-10,13.32,Wheat
Andhra Pradesh,Sep-10,21,Wheat
Assam,Sep-10,16,Wheat
Bihar,Sep-10,13.63,Wheat
Chandigarh,Sep-10,12,Wheat
Chhattisgarh,Sep-10,16,Wheat
Delhi,Sep-10,14,Wheat
Gujarat,Sep-10,15.17,Wheat
Haryana,Sep-10,12.34,Wheat
Himachal Pradesh,Sep-10,15.52,Wheat
Jammu and Kashmir,Sep-10,14.5,Wheat
Karnataka,Sep-10,20.4,Wheat
Kerala,Sep-10,20,Wheat
Madhya Pradesh,Sep-10,13.33,Wheat
Maharashtra,Sep-10,18.8,Wheat
Nagaland,Sep-10,16,Wheat
Odisha,Sep-10,14,Wheat
Punjab,Sep-10,12.46,Wheat
Rajasthan,Sep-10,14,Wheat
Tamil Nadu,Sep-10,21.02,Wheat
Telangana,Sep-10,20.19,Wheat
Uttar Pradesh,Sep-10,12.91,Wheat
Uttarakhand,Sep-10,13,Wheat
West Bengal,Sep-10,12.5,Wheat
Andhra Pradesh,Oct-10,21,Wheat
Assam,Oct-10,16,Wheat
Bihar,Oct-10,13.88,Wheat
Chandigarh,Oct-10,13,Wheat
Chhattisgarh,Oct-10,16.75,Wheat
Delhi,Oct-10,14,Wheat
Gujarat,Oct-10,15.5,Wheat
Haryana,Oct-10,12.57,Wheat
Himachal Pradesh,Oct-10,15.7,Wheat
Jammu and Kashmir,Oct-10,14.7,Wheat
Jharkhand,Oct-10,13.29,Wheat
Karnataka,Oct-10,20.1,Wheat
Kerala,Oct-10,20.6,Wheat
Madhya Pradesh,Oct-10,13.5,Wheat
Maharashtra,Oct-10,19.1,Wheat
Nagaland,Oct-10,16,Wheat
Odisha,Oct-10,14,Wheat
Punjab,Oct-10,12.67,Wheat
Rajasthan,Oct-10,14,Wheat
Tamil Nadu,Oct-10,20.88,Wheat
Telangana,Oct-10,20.25,Wheat
Uttar Pradesh,Oct-10,13,Wheat
Uttarakhand,Oct-10,13,Wheat
West Bengal,Oct-10,12.95,Wheat
Andhra Pradesh,Nov-10,21,Wheat
Assam,Nov-10,16,Wheat
Bihar,Nov-10,14.18,Wheat
Chhattisgarh,Nov-10,17.3,Wheat
Delhi,Nov-10,14,Wheat
Gujarat,Nov-10,15.45,Wheat
Haryana,Nov-10,12.35,Wheat
Himachal Pradesh,Nov-10,17,Wheat
Jammu and Kashmir,Nov-10,14,Wheat
Jharkhand,Nov-10,13,Wheat
Karnataka,Nov-10,20.57,Wheat
Kerala,Nov-10,20.9,Wheat
Madhya Pradesh,Nov-10,13.5,Wheat
Maharashtra,Nov-10,19.45,Wheat
Nagaland,Nov-10,16,Wheat
Odisha,Nov-10,14.13,Wheat
Punjab,Nov-10,13.56,Wheat
Rajasthan,Nov-10,14.34,Wheat
Tamil Nadu,Nov-10,21.47,Wheat
Telangana,Nov-10,20.55,Wheat
Uttar Pradesh,Nov-10,13.1,Wheat
Uttarakhand,Nov-10,13,Wheat
West Bengal,Nov-10,13.95,Wheat
Andhra Pradesh,Dec-10,21,Wheat
Assam,Dec-10,16,Wheat
Bihar,Dec-10,14.39,Wheat
Chandigarh,Dec-10,13,Wheat
Chhattisgarh,Dec-10,16,Wheat
Delhi,Dec-10,14,Wheat
Gujarat,Dec-10,16.18,Wheat
Haryana,Dec-10,12.64,Wheat
Himachal Pradesh,Dec-10,15.45,Wheat
Jammu and Kashmir,Dec-10,14.27,Wheat
Jharkhand,Dec-10,13,Wheat
Karnataka,Dec-10,21.49,Wheat
Kerala,Dec-10,21.41,Wheat
Madhya Pradesh,Dec-10,14.95,Wheat
Maharashtra,Dec-10,19.2,Wheat
Nagaland,Dec-10,16,Wheat
Odisha,Dec-10,14.52,Wheat
Punjab,Dec-10,12.59,Wheat
Rajasthan,Dec-10,14.55,Wheat
Tamil Nadu,Dec-10,22.02,Wheat
Telangana,Dec-10,22.14,Wheat
Uttar Pradesh,Dec-10,13.19,Wheat
Uttarakhand,Dec-10,13.55,Wheat
West Bengal,Dec-10,14,Wheat
Andhra Pradesh,Jan-11,21,Wheat
Assam,Jan-11,16.33,Wheat
Bihar,Jan-11,15.13,Wheat
Chhattisgarh,Jan-11,16.68,Wheat
Delhi,Jan-11,15.05,Wheat
Gujarat,Jan-11,16.5,Wheat
Haryana,Jan-11,12.87,Wheat
Himachal Pradesh,Jan-11,15,Wheat
Jammu and Kashmir,Jan-11,16.35,Wheat
Jharkhand,Jan-11,13,Wheat
Karnataka,Jan-11,23.18,Wheat
Kerala,Jan-11,21.88,Wheat
Madhya Pradesh,Jan-11,15.5,Wheat
Maharashtra,Jan-11,19.34,Wheat
Nagaland,Jan-11,16,Wheat
Odisha,Jan-11,15,Wheat
Punjab,Jan-11,13,Wheat
Rajasthan,Jan-11,14.68,Wheat
Tamil Nadu,Jan-11,22.33,Wheat
Telangana,Jan-11,24.05,Wheat
Uttar Pradesh,Jan-11,13.76,Wheat
Uttarakhand,Jan-11,14.65,Wheat
West Bengal,Jan-11,14.32,Wheat
Andhra Pradesh,Feb-11,21.79,Wheat
Assam,Feb-11,17,Wheat
Bihar,Feb-11,15.5,Wheat
Chhattisgarh,Feb-11,17,Wheat
Delhi,Feb-11,16,Wheat
Gujarat,Feb-11,15.82,Wheat
Haryana,Feb-11,13.32,Wheat
Himachal Pradesh,Feb-11,15,Wheat
Jammu and Kashmir,Feb-11,17.5,Wheat
Jharkhand,Feb-11,13.21,Wheat
Karnataka,Feb-11,22.97,Wheat
Kerala,Feb-11,22.24,Wheat
Madhya Pradesh,Feb-11,15.5,Wheat
Maharashtra,Feb-11,19.66,Wheat
Nagaland,Feb-11,16,Wheat
Odisha,Feb-11,15,Wheat
Punjab,Feb-11,13,Wheat
Rajasthan,Feb-11,15,Wheat
Tamil Nadu,Feb-11,22.33,Wheat
Telangana,Feb-11,24,Wheat
Uttar Pradesh,Feb-11,14.28,Wheat
Uttarakhand,Feb-11,15,Wheat
West Bengal,Feb-11,15.53,Wheat
Andhra Pradesh,Mar-11,22,Wheat
Assam,Mar-11,16.27,Wheat
Bihar,Mar-11,15.5,Wheat
Chhattisgarh,Mar-11,17,Wheat
Delhi,Mar-11,16,Wheat
Gujarat,Mar-11,14.61,Wheat
Haryana,Mar-11,13.86,Wheat
Jammu and Kashmir,Mar-11,17.43,Wheat
Jharkhand,Mar-11,17.12,Wheat
Karnataka,Mar-11,22.5,Wheat
Kerala,Mar-11,22.59,Wheat
Madhya Pradesh,Mar-11,15.23,Wheat
Maharashtra,Mar-11,19.27,Wheat
Nagaland,Mar-11,16,Wheat
Odisha,Mar-11,15.09,Wheat
Rajasthan,Mar-11,14.59,Wheat
Tamil Nadu,Mar-11,22.33,Wheat
Telangana,Mar-11,19.77,Wheat
Uttar Pradesh,Mar-11,14.15,Wheat
Uttarakhand,Mar-11,14.79,Wheat
West Bengal,Mar-11,15.77,Wheat
Andhra Pradesh,Apr-11,22,Wheat
Arunachal pradesh,Apr-11,20,Wheat
Assam,Apr-11,16,Wheat
Bihar,Apr-11,15.25,Wheat
Chhattisgarh,Apr-11,17,Wheat
Delhi,Apr-11,16,Wheat
Gujarat,Apr-11,12.75,Wheat
Haryana,Apr-11,13.19,Wheat
Jammu and Kashmir,Apr-11,16.64,Wheat
Jharkhand,Apr-11,17.78,Wheat
Karnataka,Apr-11,22.5,Wheat
Kerala,Apr-11,22.69,Wheat
Madhya Pradesh,Apr-11,14.58,Wheat
Maharashtra,Apr-11,19.19,Wheat
Nagaland,Apr-11,16,Wheat
Odisha,Apr-11,15.33,Wheat
Rajasthan,Apr-11,13.17,Wheat
Tamil Nadu,Apr-11,21.67,Wheat
Telangana,Apr-11,19.83,Wheat
Uttar Pradesh,Apr-11,13.28,Wheat
Uttarakhand,Apr-11,14,Wheat
West Bengal,Apr-11,13.89,Wheat
Andhra Pradesh,May-11,22,Wheat
Arunachal pradesh,May-11,20,Wheat
Assam,May-11,16,Wheat
Bihar,May-11,14.69,Wheat
Chandigarh,May-11,13.29,Wheat
Chhattisgarh,May-11,17,Wheat
Delhi,May-11,15.1,Wheat
Gujarat,May-11,13,Wheat
Haryana,May-11,12.4,Wheat
Jammu and Kashmir,May-11,16.13,Wheat
Jharkhand,May-11,18,Wheat
Karnataka,May-11,22.68,Wheat
Kerala,May-11,23.07,Wheat
Madhya Pradesh,May-11,14.5,Wheat
Maharashtra,May-11,19,Wheat
Nagaland,May-11,16,Wheat
Odisha,May-11,15.22,Wheat
Punjab,May-11,12.46,Wheat
Rajasthan,May-11,13,Wheat
Tamil Nadu,May-11,21.67,Wheat
Telangana,May-11,19.95,Wheat
Uttar Pradesh,May-11,12.39,Wheat
Uttarakhand,May-11,14,Wheat
West Bengal,May-11,13.19,Wheat
Andhra Pradesh,Jun-11,22,Wheat
Arunachal pradesh,Jun-11,20,Wheat
Assam,Jun-11,16.86,Wheat
Bihar,Jun-11,14,Wheat
Chandigarh,Jun-11,15,Wheat
Chhattisgarh,Jun-11,17,Wheat
Delhi,Jun-11,15,Wheat
Gujarat,Jun-11,13.39,Wheat
Haryana,Jun-11,12,Wheat
Jammu and Kashmir,Jun-11,16.5,Wheat
Jharkhand,Jun-11,17.06,Wheat
Karnataka,Jun-11,21.77,Wheat
Kerala,Jun-11,23.05,Wheat
Madhya Pradesh,Jun-11,13.8,Wheat
Maharashtra,Jun-11,19.11,Wheat
Nagaland,Jun-11,16,Wheat
Odisha,Jun-11,14.71,Wheat
Punjab,Jun-11,14.22,Wheat
Rajasthan,Jun-11,13,Wheat
Tamil Nadu,Jun-11,21.41,Wheat
Telangana,Jun-11,20.82,Wheat
Uttar Pradesh,Jun-11,12.52,Wheat
Uttarakhand,Jun-11,14,Wheat
West Bengal,Jun-11,13,Wheat
Andhra Pradesh,Jul-11,22,Wheat
Arunachal pradesh,Jul-11,20,Wheat
Assam,Jul-11,17,Wheat
Bihar,Jul-11,14,Wheat
Chandigarh,Jul-11,15,Wheat
Chhattisgarh,Jul-11,17,Wheat
Delhi,Jul-11,15,Wheat
Gujarat,Jul-11,13.12,Wheat
Haryana,Jul-11,12.07,Wheat
Jammu and Kashmir,Jul-11,16.86,Wheat
Jharkhand,Jul-11,16.67,Wheat
Karnataka,Jul-11,21.38,Wheat
Kerala,Jul-11,22.25,Wheat
Madhya Pradesh,Jul-11,13.49,Wheat
Maharashtra,Jul-11,19.55,Wheat
Nagaland,Jul-11,16,Wheat
Odisha,Jul-11,14.89,Wheat
Rajasthan,Jul-11,13.05,Wheat
Tamil Nadu,Jul-11,21.33,Wheat
Telangana,Jul-11,20.52,Wheat
Uttar Pradesh,Jul-11,12.39,Wheat
Uttarakhand,Jul-11,14,Wheat
West Bengal,Jul-11,13,Wheat
Andhra Pradesh,Aug-11,22,Wheat
Assam,Aug-11,17,Wheat
Bihar,Aug-11,14.18,Wheat
Chandigarh,Aug-11,15,Wheat
Chhattisgarh,Aug-11,17,Wheat
Delhi,Aug-11,15,Wheat
Gujarat,Aug-11,13,Wheat
Haryana,Aug-11,12.5,Wheat
Himachal Pradesh,Aug-11,13,Wheat
Jammu and Kashmir,Aug-11,16.95,Wheat
Jharkhand,Aug-11,17.05,Wheat
Karnataka,Aug-11,21.5,Wheat
Kerala,Aug-11,21.38,Wheat
Madhya Pradesh,Aug-11,13.5,Wheat
Maharashtra,Aug-11,20.32,Wheat
Nagaland,Aug-11,16,Wheat
Odisha,Aug-11,15.3,Wheat
Rajasthan,Aug-11,13,Wheat
Tamil Nadu,Aug-11,21.45,Wheat
Telangana,Aug-11,20.3,Wheat
Uttar Pradesh,Aug-11,12.5,Wheat
